Rating,Promotion,Show,Date,Year,Match Listing,Match Type,Notes,Card,S/M,Amount,Participants
2,WWF,MSG Network,20/10/1980,1980,Larry Zbyszko vs. Tony Garea,Singles Match,,Link,S,2,"larryzbyszko1, tonygarea1, , , , , , , ,"
4,WWF,House Show,11/10/1980,1980,Bob Backlund (c) vs. Larry Zbyszko,WWF Heavyweight Title Match,Spectrum,Link,S,2,"bobbacklund1, larryzbyszko1, , , , , , , ,"
2,WWF,House Show,11/10/1980,1980,Ken Patera (c) vs. Andre The Giant,WWF Intercontinental Title Match,Spectrum,Link,S,2,"kenpatera1, andrethegiant1, , , , , , , ,"
2,WWF,MSG Network,22/09/1980,1980,Harley Race (c) vs. Bob Backlund (c),NWA World Heavyweight Title / WWF Heavyweight Title Match,,Link,S,2,"harleyrace1, bobbacklund1, , , , , , , ,"
2,WWF,MSG Network,22/09/1980,1980,Hulk Hogan vs. Andre The Giant,Singles Match,Special Referee: Gorilla Monsoon,Link,S,2,"hulkhogan1, andrethegiant1, , , , , , , ,"
4,WWF,PRISM Network,23/08/1980,1980,Ivan Putski vs. Larry Zbyszko,Texas Death Match,,Link,S,2,"ivanputski1, larryzbyszko1, , , , , , , ,"
3,WWF,Showdown At Shea,09/08/1980,1980,Ken Patera (c) vs. Tony Atlas,WWF Intercontinental Title Match,,Link,S,2,"kenpatera1, tonyatlas1, , , , , , , ,"
3,WWF,Showdown At Shea,09/08/1980,1980,Bruno Sammartino vs. Larry Zbyszko,Steel Cage Match,,Link,S,2,"brunosammartino1, larryzbyszko1, , , , , , , ,"
2,WWF,Showdown At Shea,09/08/1980,1980,Tatsumi Fujinami (c) vs. Chavo Guerrero,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, chavoguerrero1, , , , , , , ,"
2,WWF,Showdown At Shea,09/08/1980,1980,Hulk Hogan vs. Andre The Giant,Singles Match,,Link,S,2,"hulkhogan1, andrethegiant1, , , , , , , ,"
3,WWF,PRISM Network,26/07/1980,1980,Ivan Putski vs. Larry Zbyszko,Singles Match,,Link,S,2,"ivanputski1, larryzbyszko1, , , , , , , ,"
2,WWF,PRISM Network,26/07/1980,1980,Ken Patera (c) vs. Bob Backlund (c),WWF Heavyweight Title / WWF Intercontinental Title Match,Special Referee: Gorilla Monsoon,Link,S,2,"kenpatera1, bobbacklund1, , , , , , , ,"
2,WWF,PRISM Network,26/07/1980,1980,Hulk Hogan vs. Andre The Giant,Singles Match,,Link,S,2,"hulkhogan1, andrethegiant1, , , , , , , ,"
4,WWF,MSG Network,19/05/1980,1980,Bob Backlund (c) vs. Ken Patera,WWF Heavyweight Title Texas Death Match,,Link,S,2,"bobbacklund1, kenpatera1, , , , , , , ,"
3,WWF,PRISM Network,10/05/1980,1980,Bob Backlund (c) vs. Hulk Hogan,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, hulkhogan1, , , , , , , ,"
2,WWF,PRISM Network,10/05/1980,1980,Ken Patera (c) vs. Ivan Putski,WWF Intercontinental Title Match,,Link,S,2,"kenpatera1, ivanputski1, , , , , , , ,"
4,WWF,MSG Network,21/04/1980,1980,Bruno Sammartino vs. Larry Zbyszko,Singles Match,,Link,S,2,"brunosammartino1, larryzbyszko1, , , , , , , ,"
3,WWF,MSG Network,21/04/1980,1980,Bulldog Brower & Tor Kamata vs. Jay Youngblood & Ricky Steamboat,Tag Team Match,,Link,M,4,"bulldogbrower1, torkamata1, jayyoungblood1, rickysteamboat1, , , , , ,"
3,WWF,MSG Network,21/04/1980,1980,Pat Patterson (c) vs. Ken Patera,WWF Intercontinental Title Match,,Link,S,2,"patpatterson1, kenpatera1, , , , , , , ,"
4,WWF,PRISM Network,12/04/1980,1980,Bruno Sammartino vs. Larry Zbyszko,Singles Match,,Link,S,2,"brunosammartino1, larryzbyszko1, , , , , , , ,"
1,WWF,PRISM Network,12/04/1980,1980,Bob Backlund (c) vs. Hulk Hogan,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, hulkhogan1, , , , , , , ,"
3,WWF,MSG Network,24/03/1980,1980,Bruno Sammartino vs. Larry Zbyszko,Singles Match,,Link,S,2,"brunosammartino1, larryzbyszko1, , , , , , , ,"
3,WWF,MSG Network,24/03/1980,1980,Andre The Giant & Pat Patterson vs. Bobby Duncum & Ken Patera,Tag Team Match,,Link,M,4,"andrethegiant1, patpatterson1, bobbyduncum1, kenpatera1, , , , , ,"
3,WWF,MSG Network,24/03/1980,1980,Tito Santana vs. Hulk Hogan,Singles Match,,Link,S,2,"titosantana1, hulkhogan1, , , , , , , ,"
3,WWF,PRISM Network,01/03/1980,1980,Bruno Sammartino vs. Larry Zbyszko,Singles Match,,Link,S,2,"brunosammartino1, larryzbyszko1, , , , , , , ,"
4,WWF,Championship Wrestling,22/01/1980,1980,Bruno Sammartino vs. Larry Zbyszko,Singles Match,,Link,S,2,"brunosammartino1, larryzbyszko1, , , , , , , ,"
2,WWF,MSG Network,21/01/1980,1980,Bob Backlund (c) vs. Ken Patera,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, kenpatera1, , , , , , , ,"
3,WWF,PRISM Network,12/01/1980,1980,Bob Backlund (c) vs. Bobby Duncum,Singles Match,,Link,S,2,"bobbacklund1, bobbyduncum1, , , , , , , ,"
2,WWF,PRISM Network,12/01/1980,1980,Tito Santana vs. Hulk Hogan,Singles Match,,Link,S,2,"titosantana1, hulkhogan1, , , , , , , ,"
2,WWWF,WWWF on HBO,29/04/1974,1974,Pedro Morales vs. Mr. Fuji,Singles Match,,Link,S,2,"pedromorales1, mrfuji1, , , , , , , ,"
2,WWWF,WWWF on HBO,29/04/1974,1974,Don Leo Jonathan & Otto von Heller vs. Andre The Giant & Chief Jay Strongbow,Best Two Out Of Three Falls Tag Team Match,,Link,S,4,"donleojonathan1, ottovonheller1, andrethegiant1, chiefjaystrongbow1, , , , , ,"
2,WWWF,WWWF on HBO,29/04/1974,1974,Bruno Sammartino (c) vs. Killer Kowalski,WWWF Heavyweight Title Match,,Link,M,2,"brunosammartino1, killerkowalski1, , , , , , , ,"
1,WWWF,WWWF on HBO,29/04/1974,1974,Nikolai Volkoff vs. Dean Ho,Singles Match,,Link,,2,"nikolaivolkoff1, deanho1, , , , , , , ,"
2,WWWF,House Show,27/08/1973,1973,Pedro Morales (c) vs. Stan Stasiak,WWWF Heavyweight Title Match,,Link,S,2,"pedromorales1, stanstasiak1, , , , , , , ,"
1,WWWF,House Show,27/08/1973,1973,Prof. Toru Tanaka vs. Chief Jay Strongbow,Singles Match,,Link,S,2,"torutanaka1, chiefjaystrongbow1, , , , , , , ,"
3,WWWF,WWWF on HBO,30/06/1973,1973,Pedro Morales (c) vs. George Steele,WWWF Heavyweight Title Match,,Link,S,2,"pedromorales1, georgesteele1, , , , , , , ,"
1,WWWF,WWWF on HBO,30/06/1973,1973,Mr. Fuji vs. Chief Jay Strongbow,Singles Match,,Link,S,2,"mrfuji1, chiefjaystrongbow1, , , , , , , ,"
3,WWWF,House Show,31/01/1972,1972,Karl Gotch & Rene Goulet (c) vs. The Rugged Russians (Igor & Ivan),WWWF Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"karlgotch1, renegoulet1, juansebastian1, pedrogodoy1, , , , , , "
1,WWWF,Madison Square Garden,15/03/1971,1971,Pedro Morales (c) vs. Blackjack Mulligan,WWWF Heavyweight Title Match,,Link,S,2,"pedromorales1, blackjackmulligan1, , , , , , , ,"
2,WWWF,House Show,08/02/1971,1971,Ivan Koloff (c) vs. Pedro Morales,WWWF World Heavyweight Title Match,,Link,S,2,"ivankoloff1, pedromorales1, , , , , , , ,"
2,WWWF,House Show,14/09/1970,1970,Bruno Sammartino (c) vs. Beppo,WWWF World Heavyweight Title Match,,Link,S,2,"brunosammartino1, nikolaivolkoff1, , , , , , , ,"
2,WWWF,House Show,25/07/1970,1970,Bruno Sammartino (c) vs. George Steele,WWWF World Heavyweight Title Steel Cage Match,,Link,S,2,"brunosammartino1, georgesteele1, , , , , , , ,"
