Rating,Promotion,Show,Date,Year,Match Listing,Match Type,Notes,Card,S/M,Amount,Participants
1,Houston,House Show,22/02/1980,1980,Tony Atlas vs. Jerry Brown,Singles Match,,Link,S,2,"tonyatlas1, jerrybrown1, , , , , , , ,"
1,Houston,House Show,15/02/1980,1980,Tony Atlas vs. Gino Hernandez,Best Two Out Of Three Falls Match,,Link,S,2,"tonyatlas1, ginohernandez1, , , , , , , ,"
1,Houston,House Show,25/01/1980,1980,Tony Atlas vs. Mark Lewin,Singles Match,,Link,S,2,"tonyatlas1, marklewin1, , , , , , , ,"
1,Houston,House Show,11/01/1980,1980,Jose Lothario & Tiger Conway Jr. (c) vs. Mr. Hito & Mr. Sakurada,NWA American Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"joselothario1, tigerconwayjr1, mrhito1, kendonagasaki1, , , , , ,"
2,Houston,House Show,04/01/1980,1980,"Jose Lothario, Kerry Von Erich & Tiger Conway Jr. vs. Gino Hernandez, Gran Markus & Killer Brooks",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"joselothario1, kerryvonerich1, tigerconwayjr1, ginohernandez1, granmarkus1, killerbrooks1, , , ,"
2,Houston,House Show,04/01/1980,1980,Dusty Rhodes (c) vs. Billy Graham,NWA Texas Brass Knuckles Title Best Two Out Of Three Falls Match,,Link,S,2,"dustyrhodes1, superstarbillygraham1, , , , , , , ,"
1,Houston,House Show,04/01/1980,1980,Ox Baker (c) vs. The Spoiler,NWA American Heavyweight Title Match,,Link,S,2,"oxbaker1, thespoiler1, , , , , , , ,"
2,Houston,House Show,18/01/1974,1974,Jose Lothario (c) vs. Great Mephisto,NWA Texas Brass Knuckles Title Best Two Out Of Three Falls Match,,Link,S,2,"joselothario1, greatmephisto1, , , , , , , ,"
2,Houston,House Show,13/08/1971,1971,George Harris vs. Paul Boesch,Singles Match,,Link,S,2,"georgeharris1, paulboesch1, , , , , , , ,"
3,ICW,House Show,08/05/1981,1981,Randy Savage vs. Ronnie Garvin,Steel Cage Match,,Link,S,2,"randysavage1, ronniegarvin1, , , , , , , ,"
1,ICW,House Show,01/01/1980,1980,Bob Orton Jr. vs. Ron Garvin,Singles Match,Month Only,,S,2,"boborton1, ronniegarvin1, , , , , , , ,"
2,IWE,IWE Dynamite Series - Day 14,25/06/1981,1981,Ashura Hara & Mighty Inoue (c) vs. Carl Fergie & Gypsy Joe,IWA World Tag Team Title Match,,Link,M,4,"ashurahara1, mightyinoue1, carlfergie1, gypsyjoe1, , , , , ,"
3,IWE,Big Challenge Series - Day 17,16/05/1981,1981,Paul Ellering & Terry Lathan (c) vs. Ashura Hara & Mighty Inoue,IWA World Tag Team Title Steel Cage Match,,Link,M,4,"paulellering1, terrylatham1, ashurahara1, mightyinoue1, , , , , ,"
2,IWE,Big Challenge Series - Day 17,16/05/1981,1981,Rusher Kimura (c) vs. Steve Olsonoski,IWA World Heavyweight Title Match,,Link,S,2,"rusherkimura1, steveo1, , , , , , , ,"
2,IWE,Big Challenge Series - Day 1,18/04/1981,1981,Ashura Hara vs. Steve Olsonoski,Singles Match,,Link,S,2,"ashurahara1, steveo1, , , , , , , ,"
2,IWE,Super Fight Series - Day 9,12/03/1981,1981,Animal Hamaguchi & Mighty Inoue (c) vs. El Cobarde & Herodes,IWA World Tag Team Title Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, elcobarde1, herodes1, , , , , ,"
1,IWE,Super Fight Series - Day 9,12/03/1981,1981,Rusher Kimura vs. Red Devil #2,Lou Thesz Cup Block B Match,,Link,S,2,"rusherkimura1, billwhite1, , , , , , , ,"
2,IWE,Super Fight Series - Day 2,28/02/1981,1981,Animal Hamaguchi & Mighty Inoue vs. Ray Candy & Red Devil #2,Tag Team Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, raycandy1, billwhite1, , , , , ,"
1,IWE,Super Fight Series - Day 2,28/02/1981,1981,Isamu Teranishi & Mach Hayato vs. El Cobarde & Herodes,Tag Team Match,,Link,M,4,"isamuteranishi1, machhayato1, elcobarde1, herodes1, , , , , ,"
1,IWE,New Year Pioneer Series - Day 3,07/01/1981,1981,Rusher Kimura vs. Mighty Inoue,Lou Thesz Preliminary Block C Match,,Link,S,2,"rusherkimura1, mightyinoue1, , , , , , , ,"
1,IWE,Devilish Fight Series - Day 19,27/11/1980,1980,Animal Hamaguchi & Mighty Inoue (c) vs. Carlos Plata & Doberman,IWA World Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, carlosplata1, eldoberman1, , , , , ,"
2,IWE,Devilish Fight Series - Day 17,22/11/1980,1980,Isamu Teranishi & Mighty Inoue vs. Carlos Plata & Doberman,Tag Team Match,,Link,M,4,"isamuteranishi1, mightyinoue1, carlosplata1, eldoberman1, , , , , ,"
2,IWE,Devilish Fight Series - Day 17,22/11/1980,1980,Rusher Kimura (c) vs. Alexis Smirnoff,IWA World Heavyweight Title Match,,Link,S,2,"rusherkimura1, alexissmirnoff1, , , , , , , ,"
2,IWE,Devilish Fight Series - Day 9,12/11/1980,1980,"Animal Hamaguchi, Isamu Teranishi & Mach Hayato vs. Carlos Plata, Doberman & Goro Tsurumi",Six Man Tag Team Match,,Link,M,6,"animalhamaguchi1, isamuteranishi1, machhayato1, carlosplata1, eldoberman1, gorotsurumi1, , , ,"
1,IWE,Devilish Fight Series - Day 9,12/11/1980,1980,Alexis Smirnoff & Killer Karl Krupp vs. Mighty Inoue & Rusher Kimura,Tag Team Match,,Link,M,4,"alexissmirnoff1, killerkarlkrupp1, mightyinoue1, rusherkimura1, , , , , ,"
2,IWE,Devilish Fight Series - Day 1,01/11/1980,1980,Mach Hayato & Mighty Inoue vs. Carlos Plata & Doberman,Tag Team Match,,Link,M,4,"machhayato1, mightyinoue1, carlosplata1, eldoberman1, , , , , ,"
1,IWE,Dynamite Series II - Day 11,11/10/1980,1980,Animal Hamaguchi & Mighty Inoue vs. Big John Quinn & Randy Rose,Tag Team Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, johnquinn1, randyrose1, , , , , ,"
1,IWE,Dynamite Series II - Day 9,08/10/1980,1980,Mighty Inoue & Rusher Kimura vs. Big John Quinn & Ron Bass,Tag Team Match,,Link,M,4,"mightyinoue1, rusherkimura1, johnquinn1, ronbass1, , , , , ,"
3,IWE,Dynamite Series II - Day 6,04/10/1980,1980,Animal Hamaguchi & Mighty Inoue (c) vs. Alexis Smirnoff & The USSR,IWA World Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, alexissmirnoff1, charliefulton1, , , , , ,"
2,IWE,Dynamite Series II - Day 6,04/10/1980,1980,Rusher Kimura (c) vs. Big John Quinn,IWA World Heavyweight Title Match,,Link,S,2,"rusherkimura1, johnquinn1, , , , , , , ,"
1,IWE,Big Summer Series - Day 21,25/07/1980,1980,Animal Hamaguchi & Mighty Inoue (c) vs. Rocky Brewer & Spike Huber,IWA World Tag Team Title Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, rockybrewer1, spikehuber1, , , , , ,"
2,IWE,Big Summer Series - Day 13,15/07/1980,1980,Haruka Eigen & Strong Kobayashi (c) vs. Animal Hamaguchi & Mighty Inoue,IWA World Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"harukaeigen1, strongkobayashi1, animalhamaguchi1, mightyinoue1, , , , , ,"
2,IWE,Big Summer Series - Day 11,13/07/1980,1980,Animal Hamaguchi & Mighty Inoue vs. Rocky Brewer & Spike Huber,Tag Team Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, rockybrewer1, spikehuber1, , , , , ,"
3,IWE,Big Summer Series - Day 2,29/06/1980,1980,Animal Hamaguchi & Mighty Inoue vs. Haruka Eigen & Strong Kobayashi,IWA World Tag Team Title Best Two Out Of Three Falls Match,Vacant,Link,M,4,"animalhamaguchi1, mightyinoue1, harukaeigen1, strongkobayashi1, , , , , ,"
3,IWE,House Show,31/03/1980,1980,Animal Hamaguchi & Mighty Inoue (c) vs. Haruka Eigen & Kengo Kimura,IWA World Tag Team Title Match,,Link,M,4,"animalhamaguchi1, mightyinoue1, harukaeigen1, kengokimura1, , , , , ,"
3,IWE,House Show,31/03/1980,1980,Ashura Hara (c) vs. Ryuma Go,WWU World Junior Heavyweight Title Match,,Link,S,2,"ashurahara1, ryumago1, , , , , , , ,"
2,IWE,House Show,31/03/1980,1980,Nick Bockwinkel (c) vs. Kintaro Oki,AWA World Heavyweight Title Best Two Out Of Three Falls Match,Special Referee: Lou Thesz,Link,S,2,"nickbockwinkel1, kintarooki1, , , , , , , ,"
1,IWE,House Show,31/03/1980,1980,Rusher Kimura (c) vs. Johnny Powers,IWA World Heavyweight Title Match,,Link,S,2,"rusherkimura1, johnnypowers1, , , , , , , ,"
3,IWE,IWE World Championship Series - Day 9,20/11/1974,1974,Verne Gagne (c) vs. Bill Robinson,AWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,M,2,"vernegagne1, billyrobinson1, , , , , , , ,"
2,IWE,New Year Pioneer Series - Day 12,26/01/1974,1974,Great Kusatsu & Strong Kobayashi vs. The Hollywood Blondes (Buddy Roberts & Jerry Brown),Best Two Out Of Three Falls Tag Team Match,,Link,S,4,"greatkusatsu1, strongkobayashi1, buddyroberts1, jerrybrown1, , , , , ,"
2,IWE,New Year Pioneer Series - Day 11,25/01/1974,1974,Buddy Roberts & Butcher Vachon vs. Great Kusatsu & Isamu Teranishi,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"buddyroberts1, butchervachon1, greatkusatsu1, isamuteranishi1, , , , , ,"
3,IWE,New Year Pioneer Series - Day 9,19/01/1974,1974,Strong Kobayashi (c) vs. Bill Watts,IWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"strongkobayashi1, billwatts1, , , , , , , ,"
2,IWE,Big Winter Series - Tag 6,02/11/1973,1973,Strong Kobayashi (c) vs. Red Bastien,IWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"strongkobayashi1, redbastien1, , , , , , , ,"
2,IWE,The 5th IWA World Series - Day 22,10/10/1973,1973,Blackjack Mulligan vs. Rusher Kimura,World Series Final Match,,Link,S,2,"blackjackmulligan1, rusherkimura1, , , , , , , ,"
3,IWE,The 5th IWA World Series - Day 12,26/09/1973,1973,Animal Hamaguchi vs. Mighty Inoue,World Series Block B Match,,Link,S,2,"animalhamaguchi1, mightyinoue1, , , , , , , ,"
2,IWE,Big Summer Series - Day 16,09/07/1973,1973,Strong Kobayashi (c) vs. Rusher Kimura,IWA World Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"strongkobayashi1, rusherkimura1, , , , , , , ,"
3,IWE,The 4th IWA World Series - Day 34,06/05/1972,1972,Monster Roussimoff vs. Strong Kobayashi,World Series 1972 Final Match,,Link,S,2,"andrethegiant1, strongkobayashi1, , , , , , , , "
3,IWE,The 4th IWA World Series - Day 31,02/05/1972,1972,"Ivan Buyten, Monster Roussimoff & Tito Kopa vs. Isamu Teranishi, Rusher Kimura & Thunder Sugiyama",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"franzvanbuyten1, andrethegiant1, titokopa1, isamuteranishi1, rusherkimura1, thundersugiyama1, , , , "
2,IWE,The 4th IWA World Series - Day 31,02/05/1972,1972,Don Leo Jonathan vs. Strong Kobayashi,World Series 1972 Semi Final Match,,Link,S,2,"donleojonathan1, strongkobayashi1, , , , , , , , "
2,JP,House Show,30/11/1981,1981,Jim Breaks vs. Jackie Turpin,Knockout Tournament Final Match,,,S,2,"jimbreaks1, jackieturpin1, , , , , , , ,"
4,JP,House Show,18/11/1981,1981,Dynamite Kid vs. Mark Rocco,Singles Match,,Link,S,2,"dynamitekid1, markrocco1, , , , , , , ,"
2,JP,House Show,18/11/1981,1981,Dalibar Singh vs. Bret Hart,Singles Match,,Link,S,2,"dalibarsingh1, brethart1, , , , , , , ,"
2,JP,House Show,18/11/1981,1981,Johnny Saint vs. Vic Faulkner,Singles Match,,Link,S,2,"johnnysaint1, vicfaulkner1, , , , , , , ,"
2,JP,House Show,18/11/1981,1981,Pat Roach vs. Ray Steele,Singles Match,,Link,S,2,"patroach1, raysteele1, , , , , , , ,"
1,JP,House Show,18/11/1981,1981,Pat Roach vs. Wild Angus,Singles Match,,Link,S,2,"patroach1, anguscampbell1, , , , , , , ,"
3,JP,House Show,28/10/1981,1981,Wayne Bridges vs. Pete Roberts,Singles Match,,,S,2,"waynebridges1, peteroberts1, , , , , , , ,"
2,JP,House Show,28/10/1981,1981,Marty Jones vs. Peter Wilson,Singles Match,,,S,2,"martyjones1, peterwilson1, , , , , , , ,"
3,JP,House Show,07/10/1981,1981,Marty Jones vs. Johnny South,Singles Match,,,S,2,"martyjones1, johnnysouth1, , , , , , , ,"
1,JP,House Show,07/10/1981,1981,Jim Breaks vs. Kamakaze,Singles Match,,,S,2,"jimbreaks1, iangilmour1, , , , , , , ,"
4,JP,House Show,29/09/1981,1981,Mark Rocco vs. Chris Adams,Singles Match,,,S,2,"markrocco1, chrisadams1, , , , , , , ,"
3,JP,House Show,09/09/1981,1981,Chris Adams vs. Fit Finlay,Singles Match,,,S,2,"chrisadams1, finlay1, , , , , , , ,"
2,JP,House Show,09/09/1981,1981,King Benn vs. Steve Casey,British Heavy Middleweight Tournament Semi Final Match,Victoria Baths,,S,2,"kingben1, lordstevencasey1, , , , , , , ,"
2,JP,House Show,09/09/1981,1981,Alan Kilby vs. Bobby Barnes,British Heavy Middleweight Tournament Semi Final Match,,,S,2,"alankilby1, bobbybarnes1, , , , , , , ,"
1,JP,House Show,09/09/1981,1981,Big Daddy & Steve Grey vs. Red Berry & Tony Walsh,Tag Team Match,,,M,4,"bigdaddy1, stevegrey1, normanfrederickcharles3, bangerwalsh1, , , , , ,"
1,JP,House Show,09/09/1981,1981,Johnny Saint vs. Tony Costas,Singles Match,,,S,2,"johnnysaint1, tonycostas1, , , , , , , ,"
4.5,JP,House Show,27/07/1981,1981,Jon Cortez vs. Steve Grey,Singles Match,,,S,2,"joncortez1, stevegrey1, , , , , , , ,"
2,JP,House Show,27/07/1981,1981,Johnny Saint vs. Johnny Kidd,Singles Match,,,S,2,"johnnysaint1, johnnykidd1, , , , , , , ,"
4,JP,House Show,15/07/1981,1981,Mark Rocco. vs. King Benn,Singles Match,,,S,2,"markrocco1, kingben1, , , , , , , ,"
4,JP,House Show,15/07/1981,1981,Clive Myers vs. Keith Haward,Singles Match,,,S,2,"clivemyers1, keithhaward1, , , , , , , ,"
2,JP,House Show,15/07/1981,1981,Jim Breaks vs. Sammy Lee,Singles Match,,,S,2,"jimbreaks1, tigermask1, , , , , , , ,"
2,JP,House Show,15/07/1981,1981,Pat Roach vs. Romany Riley,Singles Match,,,S,2,"patroach1, romanyriley1, , , , , , , ,"
2,JP,House Show,24/06/1981,1981,Marty Jones vs. Dave Bond,Singles Match,,,S,2,"martyjones1, davebond1, , , , , , , ,"
2,JP,House Show,24/06/1981,1981,Johnny Saint vs. Ken Joyce,Singles Match,,,S,2,"johnnysaint1, kenjoyce1, , , , , , , ,"
3,JP,House Show,18/06/1981,1981,Alan Kilby vs. Terry Rudge,Singles Match,,,S,2,"alankilby1, terryrudge1, , , , , , , ,"
3,JP,House Show,18/06/1981,1981,Mark Rocco vs. Mal Sanders,Singles Match,,,S,2,"markrocco1, malsanders1, , , , , , , ,"
3,JP,House Show,18/06/1981,1981,The Royal Brothers (Bert Royal & Vic Faulkner) vs. Bobby Barnes & Sid Cooper,Tag Team Match,,,M,4,"bertroyal1, vicfaulkner1, bobbybarnes1, sidcooper1, , , , , ,"
2,JP,House Show,18/06/1981,1981,Dalibar Singh vs. Pete Roberts,Singles Match,,,S,2,"dalibarsingh1, peteroberts1, , , , , , , ,"
1,JP,House Show,18/06/1981,1981,Big Daddy vs. Giant Haystacks,Singles Match,,,S,2,"bigdaddy1, gianthaystacks1, , , , , , , ,"
4,JP,House Show,12/05/1981,1981,Jim Breaks vs. Steve Grey,Singles Match,,,S,2,"jimbreaks1, stevegrey1, , , , , , , ,"
2,JP,House Show,12/05/1981,1981,Pat Roach vs. Pete Roberts,Singles Match,,,S,2,"patroach1, peteroberts1, , , , , , , ,"
2,JP,House Show,29/04/1981,1981,Mal Sanders (c) vs. Keith Haward,European Middleweight Title Match,,,S,2,"malsanders1, keithhaward1, , , , , , , ,"
2,JP,House Show,07/04/1981,1981,Mick McManus vs. Clive Myers,Singles Match,,Link,S,2,"mickmcmanus1, clivemyers1, , , , , , , ,"
3,JP,House Show,31/03/1981,1981,Mark Rocco vs. Sammy Lee,Singles Match,,,S,2,"markrocco1, tigermask1, , , , , , , ,"
3,JP,House Show,31/03/1981,1981,Jon Cortez vs. Bobby Barnes,Singles Match,,Link,S,2,"joncortez1, bobbybarnes1, , , , , , , ,"
1,JP,House Show,31/03/1981,1981,Dave Bond vs. Tom Tyrone,Singles Match,,Link,S,2,"davebond1, tomtyrone1, , , , , , , ,"
2,JP,House Show,17/03/1981,1981,Clive Myers vs. Young David,Singles Match,,,S,2,"clivemyers1, daveyboysmith1, , , , , , , ,"
2,JP,House Show,17/03/1981,1981,Keith Haward vs. Mal Sanders,Singles Match,,,S,2,"keithhaward1, malsanders1, , , , , , , ,"
1,JP,House Show,17/03/1981,1981,The Royal Brothers (Bert Royal & Vic Faulkner) vs. King Ben & Lee Sharron,Tag Team Match,,,M,4,"vicfaulkner1, bertroyal1, kingben1, leesharron1, , , , , ,"
4.25,JP,House Show,11/02/1981,1981,Mark Rocco vs. Marty Jones,Singles Match,,,S,2,"markrocco1, martyjones1, , , , , , , ,"
3,JP,House Show,11/02/1981,1981,Johnny Saint vs. Steve Grey,Singles Match,,,S,2,"johnnysaint1, stevegrey1, , , , , , , ,"
1,JP,House Show,11/02/1981,1981,Mick McManus vs. Sammy Lee,Singles Match,,,S,2,"mickmcmanus1, tigermask1, , , , , , , ,"
3,JP,House Show,02/02/1981,1981,Jim Breaks vs. Jon Cortez,Singles Match,,,S,2,"jimbreaks1, joncortez1, , , , , , , ,"
2,JP,House Show,02/02/1981,1981,Young David vs. Mal Sanders,Singles Match,,,S,2,"daveyboysmith1, malsanders1, , , , , , , ,"
1,JP,House Show,02/02/1981,1981,Clive Myers vs. Lucky Gordon,Singles Match,,,S,2,"clivemyers1, luckygordon1, , , , , , , ,"
1,JP,House Show,02/02/1981,1981,"Mal Sanders, Lucky Gordon & Steve Peacock vs. Clive Myers, Mick McMichael & Young David",Six Man Tag Team Match,,,M,6,"malsanders1, luckygordon1, stevepeacock1, clivemyers1, mickmcmichael1, daveyboysmith1, , , ,"
1,JP,House Show,02/02/1981,1981,Sammy Lee vs. Johnny England,Singles Match,,,S,2,"tigermask1, johnnyengland1, , , , , , , ,"
3,JP,House Show,13/01/1981,1981,Bobby Barnes vs. Pat Patton,Singles Match,,,S,2,"bobbybarnes1, patpatton1, , , , , , , ,"
3,JP,House Show,13/01/1981,1981,Johnny Saint vs. Steve Grey,Light Heavyweight Knockout Tournament Gold Medal Match,,,S,2,"johnnysaint1, stevegrey1, , , , , , , ,"
2,JP,House Show,13/01/1981,1981,Johnny Saint vs. Jackie Robinson,Light Heavyweight Knockout Tournament Heat,,,S,2,"johnnysaint1, jackierobinson1, , , , , , , ,"
1,JP,House Show,13/01/1981,1981,Big Daddy & Sammy Lee vs. Grand Vladimir & Mel Stuart,Tag Team Match,,,M,4,"bigdaddy1, tigermask1, legrandvladimir1, melstuart1, , , , , ,"
2,JP,House Show,30/12/1980,1980,The Royal Brothers (Bert Royal & Vic Faulkner) vs Sid Cooper & John Wilkie,Singles Match,,,M,4,"bertroyal1, vicfaulkner1, sidcooper1, johnwilkie1, , , , , ,"
2,JP,House Show,17/12/1980,1980,Alan Dennison vs. Alan Kilby,25th Anniversary Challenge Cup Final Match,,,S,2,"alandennison1, alankilby1, , , , , , , ,"
4,JP,House Show,26/11/1980,1980,Dynamite Kid vs. Mark Rocco,Singles Match,,,S,2,"dynamitekid1, markrocco1, , , , , , , ,"
3,JP,House Show,26/11/1980,1980,Jon Cortez vs. Keith Haward,Singles Match,,,S,2,"joncortez1, keithhaward1, , , , , , , ,"
3,JP,House Show,26/11/1980,1980,Johnny Saint vs. Bob Anthony,Singles Match,,,S,2,"johnnysaint1, bobanthony1, , , , , , , ,"
2,JP,House Show,26/11/1980,1980,Chris Adams vs. Alan Kilby,25th Anniversary Challenge Cup Semi Final Match,,,S,2,"chrisadams1, alankilby1, , , , , , , ,"
2,JP,House Show,18/11/1980,1980,Chris Adams vs. King Ben,25th Anniversary Challenge Cup First Round Match,,,S,2,"chrisadams1, kingben1, , , , , , , ,"
2,JP,House Show,18/11/1980,1980,Jim Breaks vs. Little Prince,25th Anniversary Challenge Cup First Round Match,,,S,2,"jimbreaks1, littleprince1, , , , , , , ,"
1,JP,House Show,18/11/1980,1980,Alan Dennison vs. Mal Sanders,25th Anniversary Challenge Cup First Round Match,,,S,2,"alandennison1, malsanders1, , , , , , , ,"
3,JP,House Show,05/11/1980,1980,Jon Cortez vs. Keith Haward,Singles Match,,,S,2,"joncortez1, keithhaward1, , , , , , , ,"
2,JP,House Show,05/11/1980,1980,Pat Roach vs. Peter Stewart,Singles Match,,,S,2,"patroach1, peterstewart1, , , , , , , ,"
4,JP,House Show,08/10/1980,1980,The Royal Brothers (Bert Royal & Vic Faulkner) vs. The Rockers (Peter LaPaque & Tommy Lorne),Tag Team Match,,,M,4,"bertroyal1, vicfaulkner1, petelapaque1, tommylorne1, , , , , ,"
2,JP,House Show,08/10/1980,1980,Chris Adams vs. Bobby Barnes,Singles Match,,,S,2,"chrisadams1, bobbybarnes1, , , , , , , ,"
2,JP,House Show,08/10/1980,1980,Wayne Bridges vs. Lee Bronson,Singles Match,,,S,2,"waynebridges1, leebronson1, , , , , , , ,"
1,JP,House Show,08/10/1980,1980,Jeff Kaye vs. Sharkey Ward,Singles Match,,,S,2,"jeffkaye1, sharkyward1, , , , , , , ,"
1,JP,House Show,08/10/1980,1980,Sammy Lee vs. Sid Cooper,Singles Match,,,S,2,"tigermask1, sidcooper1, , , , , , , ,"
2,JP,House Show,03/09/1980,1980,Mark Rocco vs Bobby Bold Eagle,Singles Match,,,S,2,"markrocco1, bobboyer1, , , , , , , ,"
1,JP,House Show,06/08/1980,1980,Tiger Dalibar Singh vs. King Kong Kirk,Singles Match,,,S,2,"dalibarsingh1, malcolmkirk1, , , , , , , ,"
1,JP,House Show,06/08/1980,1980,Jim Breaks vs. Alan Dennison,Singles Match,,,S,2,"jimbreaks1, alandennison1, , , , , , , ,"
3,JP,House Show,05/08/1980,1980,Johnny South vs. Ringo Rigby,Singles Match,,,S,2,"johnnysouth1, ringorigby1, , , , , , , ,"
3,JP,House Show,05/08/1980,1980,Pat Roach vs. Tony St. Clair,Singles Match,,,S,2,"patroach1, tonystclair1, , , , , , , ,"
2,JP,House Show,14/07/1980,1980,Jim Breaks vs. Alan Dennison,Singles Match,,,S,2,"jimbreaks1, alandennison1, , , , , , , ,"
2,JP,House Show,14/07/1980,1980,Terry Rudge vs. Lenny Hurst,Singles Match,,,S,2,"terryrudge1, lenhurst1, , , , , , , ,"
1,JP,House Show,14/07/1980,1980,Giant Haystacks & Mighty John Quinn vs. Pete Roberts & Johnny Wilson,Tag Team Match,,,M,4,"gianthaystacks1, johnquinn1, peteroberts1, johnnywilson1, , , , , ,"
4,JP,House Show,25/06/1980,1980,Mark Rocco vs. Mal Sanders,Singles Match,,,S,2,"markrocco1, malsanders1, , , , , , , ,"
3,JP,House Show,25/06/1980,1980,Marty Jones vs. Young David,Singles Match,,,S,2,"martyjones1, daveyboysmith1, , , , , , , ,"
4,JP,House Show,28/05/1980,1980,Mark Rocco vs. Pete Roberts,Singles Match,,,S,2,"markrocco1, peteroberts1, , , , , , , ,"
3,JP,House Show,28/05/1980,1980,Marty Jones vs. Dave Bond,Singles Match,,,S,2,"martyjones1, davebond1, , , , , , , ,"
2,JP,House Show,28/05/1980,1980,Jim Breaks vs. Alan Dennison,Singles Match,,,S,2,"jimbreaks1, alandennison1, , , , , , , ,"
2,JP,House Show,22/05/1980,1980,Bobby Barnes vs. Bob Anthony,Singles Match,,,S,2,"bobbybarnes1, bobanthony1, , , , , , , ,"
3,JP,House Show,13/05/1980,1980,Johnny Saint vs. Zoltan Boscik,Singles Match,,,S,2,"johnnysaint1, zoltanboscik1, , , , , , , ,"
3,JP,House Show,10/05/1980,1980,Tiger Dalibar Singh vs. Pat Roach,Singles Match,,,S,2,"dalibarsingh1, patroach1, , , , , , , ,"
3,JP,House Show,10/05/1980,1980,Wayne Bridges vs. John Quinn,Heavyweight Title Match,,,S,2,"waynebridges1, johnquinn1, , , , , , , ,"
2,JP,House Show,10/05/1980,1980,Mick McManus vs. Bob Anthony,Singles Match,,,S,2,"mickmcmanus1, bobanthony1, , , , , , , ,"
4,JP,House Show,12/03/1980,1980,Mick McMichael vs. Vic Faulkner,Singles Match,,,S,2,"mickmcmichael1, vicfaulkner1, , , , , , , ,"
3,JP,House Show,05/03/1980,1980,Jon Cortez vs. Jeff Kaye,Singles Match,,,S,2,"joncortez1, jeffkaye1, , , , , , , ,"
2,JP,House Show,05/03/1980,1980,Big Daddy & Kid Chocolate vs. Mark Rocco & Tony Walsh,Tag Team Match,,,M,4,"bigdaddy1, mojabari1, markrocco1, tonywalsh1, , , , , ,"
4,JP,House Show,13/02/1980,1980,Jim Breaks vs. Young David,Singles Match,,,S,2,"jimbreaks1, daveyboysmith1, , , , , , , ,"
3,JP,House Show,13/02/1980,1980,Pat Roach vs. Pete Roberts,Singles Match,,,S,2,"patroach1, peteroberts1, , , , , , , ,"
2,JP,House Show,13/02/1980,1980,Mighty John Quinn vs. Caswell Martin,Singles Match,,,S,2,"johnquinn1, caswellmartin1, , , , , , , ,"
2,JP,House Show,13/02/1980,1980,Bobby Barnes vs. Mal Sanders,Singles Match,,,S,2,"bobbybarnes1, malsanders1, , , , , , , ,"
4.5,JP,House Show,28/01/1980,1980,Johnny Saint vs. Steve Grey,Singles Match,,,S,2,"johnnysaint1, stevegrey1, , , , , , , ,"
3,JP,House Show,28/01/1980,1980,Jon Cortez vs. Peter Lapaque,Singles Match,,,S,2,"joncortez1, petelapaque1, , , , , , , ,"
3,JP,House Show,28/01/1980,1980,Mick McMichael vs. Brian Maxine,Singles Match,,,S,2,"mickmcmichael1, brianmaxine1, , , , , , , ,"
2,JP,House Show,28/01/1980,1980,John Elijah vs. Smith Hart,Singles Match,,,S,2,"johnelijah1, smithhart1, , , , , , , ,"
2,JP,House Show,09/01/1980,1980,Giant Haystacks & Mighty John Quinn vs. Honeyboy Zimba & Dave Bond,Tag Team Match,,,M,4,"gianthaystacks1, johnquinn1, honeyboyzimba1, davebond1, , , , , ,"
2,JP,House Show,09/01/1980,1980,Mick McManus vs. Jackie Turpin,Singles Match,,,S,2,"mickmcmanus1, jackieturpin1, , , , , , , ,"
1,JP,House Show,09/01/1980,1980,Catweazle vs. Steve Peacock,Singles Match,,,S,2,"catweazle1, stevepeacock1, , , , , , , ,"
4,JP,World of Sport,11/12/1974,1974,The Royals (Vic Faulkner & Bert Royal) vs. The La Paques (Peter Lapaque & John Lapaque),Tag Team Match,,,S,4,"vicfaulkner1, bertroyal1, petelapaque1, johnlapaque1, , , , , ,"
2,JP,World of Sport,11/12/1974,1974,Johnny Saint vs. Terry Jowett,Singles Match,,,,2,"johnnysaint1, terryjowett1, , , , , , , ,"
2,JP,World of Sport,11/12/1974,1974,Mike Marino vs. Amet Chong,Singles Match,,,,2,"mikemarino1, ametchong1, , , , , , , ,"
3,JP,World of Sport,04/12/1974,1974,Les Kellett vs. Mel Stuart,Singles Match,,,S,2,"leskellett1, melstuart1, , , , , , , ,"
